member_id,cluster,cost,decision_score,value,uplift_score,p_control,p_treat,reward_app_activity,population_fit,preferred_offer_type,maturity_flag,total_spend,frequency,recency_h
0D219E744675450583B6981E39306587,Low-Value Low-Response,0.0,0.4658,1.418,0.3285,0.4263,0.7548,0.4,0.0,No paid offer preference,mature,7.09,5,114
499ADB0C765B4C248016FE4D4929CBD6,Low-Value Low-Response,0.0,0.4658,2.3417,0.1989,0.5671,0.766,0.8333,0.0,No paid offer preference,mature,14.05,6,150
AD709F2AF7D8454EA31CDE47983F2563,Low-Value Low-Response,0.0,0.4656,1.754,0.2655,0.3611,0.6266,0.6,0.0,No paid offer preference,mature,8.77,5,30
48A31C17273D476C87571C44DDF3E667,Low-Value Low-Response,0.0,0.4656,2.7057,0.1721,0.4143,0.5863,0.8571,0.0,No paid offer preference,mature,18.94,7,144
D11D07C8DADC4AC7AAB8E0871A041104,Low-Value Low-Response,0.0,0.4654,2.8425,0.1637,0.3873,0.551,1.0,0.0,No paid offer preference,mature,11.37,4,108
C46BAA5EB4F240C9874115C8103536E8,Low-Value Low-Response,0.0,0.4654,4.7343,0.0983,0.4745,0.5728,0.8571,0.0,No paid offer preference,mature,33.14,7,198
0CA46C6CE97A4F0EB2B64423527F86B5,Low-Value Low-Response,0.0,0.4653,1.73,0.2689,0.3673,0.6362,0.75,0.0,No paid offer preference,mature,6.92,4,240
E1217614AB534642B5818AD5BAFA693B,Dormant Value Customers,4.0,0.4653,17.7883,0.251,0.4219,0.6729,0.6667,1.0,Mixed,mature,106.73,6,108
F380A497008B4805A72BF5F1B3FE4560,High-Value Responsive,3.5,0.4648,13.483,0.2941,0.6524,0.9465,0.8,1.0,Mixed,mature,134.83,10,30
A16A9C5A2AAA4B14A3AE6B94080A2812,Low-Value Low-Response,0.0,0.4648,2.0933,0.222,0.4505,0.6726,0.3333,0.0,No paid offer preference,mature,12.56,6,120
3F0081B6B7CB4AD4AF44D3472E54DA51,Low-Value Low-Response,0.0,0.4648,3.8057,0.1221,0.4139,0.5361,0.7143,0.0,No paid offer preference,mature,26.64,7,18
D3027A3344E443869FFD7B39AA99ACC8,Low-Value Low-Response,0.0,0.4641,2.7017,0.1718,0.5847,0.7565,0.8333,0.0,No paid offer preference,mature,16.21,6,18
D4DD357E57854084B74013A31AE8C79F,Low-Value Low-Response,0.0,0.4639,2.39,0.1941,0.4138,0.6079,0.8571,0.0,No paid offer preference,mature,16.73,7,0
EECE6A9A7BDD4EA1B0F812F34FC619D6,Low-Value Low-Response,0.0,0.4639,3.17,0.1463,0.3841,0.5304,0.125,0.0,No paid offer preference,thin_history,25.36,8,18
C8B23CD4B0F8480BB82F9587133614E0,Low-Value Low-Response,0.0,0.4635,2.13,0.2176,0.505,0.7226,1.0,0.0,No paid offer preference,mature,19.17,9,24
A9A42F9974E24E0396F87C62881E5369,Low-Value Low-Response,0.0,0.4634,3.065,0.1512,0.4701,0.6213,0.875,0.25,No paid offer preference,mature,24.52,8,42
968AC0914A5A47B589AA971AFF3A9818,Low-Value Low-Response,0.0,0.4632,1.74,0.2662,0.4678,0.734,0.8571,0.25,No paid offer preference,mature,12.18,7,0
BE36AA2BA392401DB1B878F496B1B5C7,Low-Value Low-Response,0.0,0.4631,2.3038,0.201,0.5039,0.7049,0.625,0.0,No paid offer preference,mature,18.43,8,60
BA5F8967F25141A8B9C153EFFD96FAF2,Low-Value Low-Response,0.0,0.463,1.7157,0.2699,0.3721,0.642,0.8571,0.0,No paid offer preference,mature,12.01,7,84
D24AAC66F5404BC48728A207CEE8B098,High-Value Responsive,3.5,0.4629,22.8157,0.1737,0.6186,0.7923,0.9286,1.0,Mixed,mature,319.42,14,78
8B84FEACAE464C8C9FFF28100AD134A4,Low-Value Low-Response,0.0,0.4628,2.2083,0.2096,0.5008,0.7104,1.0,0.0,No paid offer preference,mature,13.25,6,204
6D55FB547A5A486F84D0561E6ADA9B6D,Low-Value Low-Response,0.0,0.4621,1.426,0.324,0.4063,0.7304,0.4,0.0,No paid offer preference,mature,7.13,5,0
1B30646B85F5460EB255457678E02211,Low-Value Low-Response,0.0,0.462,1.8375,0.2514,0.6288,0.8802,0.625,0.0,No paid offer preference,mature,14.7,8,12
0964D4F3FA2344409E792C5AC6885A88,Low-Value Low-Response,0.0,0.462,2.9822,0.1549,0.4296,0.5846,0.7778,0.0,No paid offer preference,mature,26.84,9,0
EAA201C5A4E84AA49F25B659D3948444,Dormant Value Customers,4.0,0.4616,15.3333,0.291,0.5486,0.8396,0.6667,1.0,Mixed,mature,92.0,6,96
2025CA2BF1D44EB7AB56CDA9F6C52DB8,Low-Value Low-Response,0.0,0.4612,1.9678,0.2344,0.3405,0.5749,0.8889,0.0,No paid offer preference,mature,17.71,9,276
188555B1B0674D40B60C86F91FCD1AFD,Low-Value Low-Response,0.0,0.461,2.0825,0.2214,0.5648,0.7862,0.75,0.0,No paid offer preference,mature,16.66,8,72
5871252C52CA470EA8EBDDC48F0EA988,Low-Value Low-Response,0.0,0.461,3.768,0.1224,0.382,0.5044,0.8,0.0,No paid offer preference,mature,18.84,5,174
2317E6D093A94FFD88614160E828C3E3,Low-Value Low-Response,0.0,0.4608,2.2117,0.2083,0.4328,0.6411,0.6667,0.0,No paid offer preference,mature,13.27,6,252
787AA7B9ABA44503B587AD158BD80627,High-Value Responsive,3.5,0.4608,19.3588,0.2046,0.5479,0.7525,0.625,0.6667,Mixed,mature,154.87,8,0
E1EE728691CD4B26A1E51502209903A9,Low-Value Low-Response,0.0,0.4601,3.202,0.1437,0.3112,0.4549,0.8,0.0,No paid offer preference,mature,16.01,5,72
185BA3E9804549E7A095FB2635402BD7,Low-Value Low-Response,0.0,0.4601,3.22,0.1429,0.5346,0.6775,0.75,0.0,No paid offer preference,mature,25.76,8,78
7C32F0E77E6D4B1D894030CB2DE2C304,Low-Value Low-Response,0.0,0.4597,2.4343,0.1888,0.4258,0.6147,1.0,0.0,No paid offer preference,mature,17.04,7,48
C53945D7374F4C4787A8FEA9A3570D25,Dormant Value Customers,4.0,0.4596,29.6925,0.1502,0.3433,0.4934,1.0,0.3333,Mixed,mature,118.77,4,156
6F7930563F024A839E1836B8E56292EA,Low-Value Low-Response,0.0,0.4595,3.308,0.1389,0.3642,0.5031,0.2,0.0,No paid offer preference,thin_history,16.54,5,102
6931B2E538B840ED9DA1E7FB31C1921D,Low-Value Low-Response,0.0,0.4593,1.7323,0.2651,0.5951,0.8603,0.6154,0.0,No paid offer preference,mature,22.52,13,78
4C19725AD72E4F03BA46647F72FFE664,Low-Value Low-Response,0.0,0.4589,2.045,0.2244,0.5875,0.8119,1.0,0.0,No paid offer preference,mature,8.18,4,114
E6D3EEBB535E44ACA1323EDDE5C346FA,Low-Value Low-Response,0.0,0.4585,1.3655,0.3358,0.4455,0.7813,0.4545,0.0,No paid offer preference,mature,15.02,11,30
2C810363D6E2458F82BF4C9030661AA6,Low-Value Low-Response,0.0,0.4583,2.04,0.2247,0.4293,0.654,0.8333,0.0,No paid offer preference,mature,12.24,6,66
A2EAB1F4BA0C4D339DE106C93D509679,Low-Value Low-Response,0.0,0.4582,1.425,0.3215,0.491,0.8126,0.75,0.0,No paid offer preference,mature,11.4,8,18
D95023D1B9384F11861DCDE35E65CE8C,Low-Value Low-Response,0.0,0.4581,2.5075,0.1827,0.4842,0.6669,1.0,0.0,No paid offer preference,mature,10.03,4,54
840CC4F0CCBB4BA7AF0C511EC023EE85,High-Value Responsive,3.5,0.4579,11.7031,0.3382,0.6128,0.951,0.8125,1.0,Mixed,mature,187.25,16,6
C0E2E69203AF40DFB1322E8CC82D8570,Dormant Value Customers,4.0,0.4578,21.1875,0.2104,0.5642,0.7746,0.75,0.6667,Mixed,mature,84.75,4,150
8828821B64B24731A6DA16806B3F50C5,Low-Value Low-Response,0.0,0.4578,2.1943,0.2086,0.5195,0.7282,0.7143,0.0,No paid offer preference,mature,15.36,7,192
22ADA0ED66D34EB19A42463454B9E75C,Low-Value Low-Response,0.0,0.4578,3.0671,0.1493,0.3821,0.5313,0.7143,0.0,No paid offer preference,mature,21.47,7,84
4B0DA7E80E5945209A1FDDDFE813DBE0,High-Value Responsive,3.5,0.4577,30.1843,0.1311,0.3704,0.5015,0.8571,0.75,Mixed,mature,211.29,7,30
CF0046280CE841B682080A46A50DE08F,Low-Value Low-Response,0.0,0.4573,2.205,0.2074,0.4133,0.6207,1.0,0.2,No paid offer preference,mature,17.64,8,96
7EC8A869C7714A429ADEEDE431A04881,Low-Value Low-Response,0.0,0.4572,2.3929,0.1911,0.5693,0.7603,0.7143,0.0,No paid offer preference,mature,16.75,7,24
8045834137DC47FAA24F2C4547969F33,Low-Value Low-Response,0.0,0.4571,2.5225,0.1812,0.3511,0.5323,1.0,0.2,No paid offer preference,mature,20.18,8,42
DB18858CF33F480388C0F1C2CC15FB1F,Low-Value Low-Response,0.0,0.4571,3.28,0.1393,0.4053,0.5446,1.0,0.0,No paid offer preference,mature,22.96,7,30
235C1E2F7A4C4251BB4333A09A9C523B,Low-Value Low-Response,0.0,0.457,1.5717,0.2908,0.4951,0.7859,1.0,0.0,No paid offer preference,mature,9.43,6,72
B834C0FF6F2F4A08A39B2122A6A45F7E,High-Value Responsive,3.5,0.4569,18.3986,0.2151,0.5741,0.7892,1.0,0.8333,Mixed,mature,386.37,21,18
37C4697CA9C144F1B11D3418DB4B5EFE,Low-Value Low-Response,0.0,0.4569,2.585,0.1768,0.4137,0.5905,0.75,0.0,No paid offer preference,mature,10.34,4,12
1A56F12F57914C99A5DF8E7567E552EF,Low-Value Low-Response,0.0,0.4568,1.409,0.3242,0.4979,0.8221,0.7,0.0,No paid offer preference,mature,14.09,10,54
BEFA139192644F5281EEF72115C7C4E3,Low-Value Low-Response,0.0,0.4562,2.284,0.1997,0.4743,0.6741,1.0,0.0,No paid offer preference,mature,11.42,5,24
990B543AFDC242EDAB401939688DDFC2,Low-Value Low-Response,0.0,0.4561,2.236,0.204,0.5615,0.7655,0.8,0.0,No paid offer preference,mature,11.18,5,24
6CB064F1F93C47BD9E1B92C8256CA5F3,Low-Value Low-Response,0.0,0.4559,2.8933,0.1576,0.4932,0.6507,0.6667,0.0,No paid offer preference,mature,17.36,6,6
EB3ADA86B4E3441B94D53427AA0D9EED,Low-Value Low-Response,0.0,0.4558,2.1688,0.2102,0.414,0.6242,1.0,0.0,No paid offer preference,mature,17.35,8,12
A6BAA548CE4442ACB92179FD080964D6,Low-Value Low-Response,0.0,0.4557,3.016,0.1511,0.4917,0.6428,0.4,0.0,No paid offer preference,mature,15.08,5,156
E6D3335FDF2C4CD2AC8EDCD2BB06B289,Low-Value Low-Response,0.0,0.4555,3.8638,0.1179,0.3813,0.4992,0.625,0.3333,No paid offer preference,mature,30.91,8,12
304FF67061484CA6A8823A0313AC8FC5,Low-Value Low-Response,0.0,0.4552,1.684,0.2703,0.4787,0.749,1.0,0.0,No paid offer preference,mature,8.42,5,132
F6A44DDFCECF4184B493489394C6B150,Low-Value Low-Response,0.0,0.455,1.3475,0.3377,0.5126,0.8503,1.0,0.0,No paid offer preference,mature,5.39,4,156
E262142CFB3F4C87AB26BA7DD09562AA,Low-Value Low-Response,0.0,0.455,2.3875,0.1906,0.3538,0.5444,1.0,0.1667,No paid offer preference,mature,9.55,4,138
1DD9B77FC6F44E0FB4E8B44487848510,Low-Value Low-Response,0.0,0.4548,2.462,0.1847,0.258,0.4428,0.4,0.0,No paid offer preference,thin_history,12.31,5,84
409E23B7A2DD4359A79303FE3898D9A9,Low-Value Low-Response,0.0,0.4548,2.96,0.1537,0.422,0.5757,0.75,0.0,No paid offer preference,mature,11.84,4,174
829E2363D8764EF98A8AEE9159028621,High-Value Responsive,3.5,0.4547,10.08,0.3923,0.5643,0.9566,0.4444,1.0,Mixed,mature,90.72,9,42
039E0C539C2F4FC582423412A8BCEB40,Low-Value Low-Response,0.0,0.4547,1.61,0.2824,0.3976,0.68,0.8571,0.0,No paid offer preference,mature,11.27,7,18
359B82A36B544B5CBBE1CB3054942385,Low-Value Low-Response,0.0,0.4545,1.785,0.2546,0.3842,0.6388,0.6667,0.0,No paid offer preference,mature,10.71,6,72
D3FD6D671FA041428D961950D5470EC2,Low-Value Low-Response,0.0,0.4545,2.79,0.1629,0.5519,0.7148,1.0,0.3333,No paid offer preference,mature,11.16,4,60
350BAAF35AD14A8E805991BC704404CD,Low-Value Low-Response,0.0,0.454,3.2367,0.1403,0.6183,0.7586,0.8889,0.25,No paid offer preference,mature,29.13,9,12
D634CC586DE4494D8A7B07A54DF7C91F,High-Value Responsive,3.5,0.4538,16.1823,0.2443,0.6473,0.8916,0.9231,1.0,Mixed,mature,210.37,13,6
CF5CF2888984419CAA208CFB849C86B1,Low-Value Low-Response,0.0,0.4538,2.6625,0.1705,0.509,0.6795,1.0,0.0,No paid offer preference,mature,21.3,8,48
9F2BBC9D8B65448AAB330A6059292679,Low-Value Low-Response,0.0,0.4538,2.8138,0.1613,0.4472,0.6085,0.75,0.0,No paid offer preference,mature,22.51,8,48
6C0BF1E9A354447689CAC11E0E239EA0,Low-Value Low-Response,0.0,0.4537,2.0825,0.2178,0.3123,0.5301,0.5,0.0,No paid offer preference,mature,8.33,4,270
AB8D4DDAD94E463F98C1D560EE9217A7,Low-Value Low-Response,0.0,0.4536,1.9033,0.2383,0.354,0.5923,1.0,0.0,No paid offer preference,mature,5.71,3,78
2FF22C34ACD448D583F05FA2461358A2,Low-Value Low-Response,0.0,0.4536,2.0967,0.2164,0.5099,0.7263,1.0,0.0,No paid offer preference,mature,6.29,3,6
019CC78D8FED432CA6DF71C132C72A99,Low-Value Low-Response,0.0,0.4536,2.3543,0.1927,0.4388,0.6314,0.5714,0.0,No paid offer preference,mature,16.48,7,36
91DC71C4E9BD45B0861825C32F5EE8F9,Low-Value Low-Response,0.0,0.4535,3.03,0.1497,0.3625,0.5121,0.75,0.0,No paid offer preference,mature,12.12,4,36
BAFC2350ECE84692B0DB74A6130A213C,Low-Value Low-Response,0.0,0.453,2.6933,0.1682,0.4902,0.6584,0.7778,0.2,No paid offer preference,mature,24.24,9,36
E91DCE4A4D0B454E80F5C90DC0EB55EE,Thin-History Low-Activity,1.0,0.4523,12.74,0.114,0.4144,0.5284,0.5,0.3333,No paid offer preference,thin_history,25.48,2,366
89CB4F28D063441EA3AE870E6B4F45A5,Low-Value Low-Response,0.0,0.4522,1.9167,0.2359,0.4562,0.6921,0.8333,0.0,No paid offer preference,mature,11.5,6,120
0D13A6068F4448799BD2FAF79A6F2E95,High-Value Responsive,3.5,0.4517,21.152,0.1868,0.6325,0.8194,0.6667,1.0,Mixed,mature,317.28,15,36
313F11A99C9E45AAAB99F3AF379349AD,Frequent Light Buyers,2.5,0.4516,6.9278,0.426,0.5051,0.9312,0.9444,1.0,Discount,mature,124.7,18,6
46C03CC2BBFC4489A3F07D71C852BC9A,Low-Value Low-Response,0.0,0.4516,3.3075,0.1365,0.3672,0.5037,0.625,0.3333,No paid offer preference,mature,26.46,8,216
EA8A1CB1C56E42E4807E9EC27B95B97B,Low-Value Low-Response,0.0,0.4515,4.594,0.0983,0.5031,0.6014,0.8,0.0,No paid offer preference,mature,22.97,5,6
A99417934B694273BB5991D6897EE1F8,Low-Value Low-Response,0.0,0.451,1.4311,0.3151,0.4948,0.81,0.5556,0.0,No paid offer preference,mature,12.88,9,24
1CFCD68CDB744C0EAAE1B4147BCD425C,Low-Value Low-Response,0.0,0.4507,4.245,0.1062,0.3385,0.4446,1.0,0.0,No paid offer preference,mature,16.98,4,108
BFD771E3110B499CBA04282C76701688,Low-Value Low-Response,0.0,0.4506,2.1675,0.2079,0.3885,0.5963,0.0,0.0,No paid offer preference,thin_history,8.67,4,192
F4E159DD12AC41779C2FD8BA3B68DCDB,Low-Value Low-Response,0.0,0.4504,3.48,0.1294,0.3706,0.5,0.8,0.5,No paid offer preference,mature,17.4,5,60
7C41DA1A3B0840E59BE7C540A25A1B97,Low-Value Low-Response,0.0,0.4502,1.51,0.2981,0.3383,0.6364,0.3333,0.0,No paid offer preference,mature,4.53,3,204
CFDECBFE6ADD44598F60AED46E1F1E79,Dormant Value Customers,4.0,0.4499,14.5086,0.3067,0.5215,0.8282,0.7143,1.0,Mixed,mature,101.56,7,36
569866874D614A6A9C30D9F1E3A23B8D,Low-Value Low-Response,0.0,0.4498,1.885,0.2386,0.4901,0.7288,1.0,0.0,No paid offer preference,mature,11.31,6,120
B8279605177341FAA5A65C6587C1DB9C,Low-Value Low-Response,0.0,0.4498,3.4462,0.1305,0.4242,0.5547,0.75,0.5,No paid offer preference,mature,27.57,8,66
67293EF49E0941B3A9A23EE5DE634052,Low-Value Low-Response,0.0,0.4495,1.31,0.3432,0.3058,0.649,0.6667,0.0,No paid offer preference,mature,3.93,3,90
B7C4F051CE4A4A78841E9387BD622041,Thin-History Low-Activity,1.0,0.4495,20.66,0.0702,0.2811,0.3512,0.0,0.0,No paid offer preference,thin_history,41.32,2,366
611BEBC503F94BC39FB2816948BD98E0,Low-Value Low-Response,0.0,0.4494,2.318,0.1939,0.498,0.6919,0.6,0.0,No paid offer preference,mature,11.59,5,132
C1839DBD29D54AACB391B3C58176E2BA,Low-Value Low-Response,0.0,0.4492,1.562,0.2876,0.3497,0.6372,0.4,0.0,No paid offer preference,thin_history,7.81,5,30
50AF182D9E074539B7D6ED8035E1E16E,Low-Value Low-Response,0.0,0.4487,1.5333,0.2927,0.41,0.7026,0.1667,0.0,No paid offer preference,thin_history,9.2,6,78
FCADDAB0E0484A4E9912113AE57F94CA,Low-Value Low-Response,0.0,0.4486,1.378,0.3255,0.4588,0.7843,0.8,0.0,No paid offer preference,mature,6.89,5,30
4DBBEEAF72D641529940AF9B1BE1BCA9,Low-Value Low-Response,0.0,0.4482,3.0,0.1494,0.3458,0.4952,0.6667,0.3333,No paid offer preference,mature,18.0,6,48
D53D607837CA4F86BC3C3FCED23B35A9,Low-Value Low-Response,0.0,0.4478,3.1,0.1445,0.4823,0.6267,1.0,0.2,No paid offer preference,mature,21.7,7,246
98ACC5BDB36144B88C2FF68E0EC95D54,Low-Value Low-Response,0.0,0.4477,2.0175,0.2219,0.467,0.689,1.0,0.0,No paid offer preference,mature,8.07,4,90
CE7CDD9DE40F4C34ADE7B7B53FFD77EE,Low-Value Low-Response,0.0,0.4475,3.065,0.146,0.4544,0.6004,0.75,0.0,No paid offer preference,mature,12.26,4,90
4F22FC211EE54956AA919ACD8D05DFDA,Low-Value Low-Response,0.0,0.4475,3.54,0.1264,0.319,0.4454,0.3333,0.0,No paid offer preference,mature,10.62,3,0
7C5C8800B9AC44FC9BF8BFF7EB2ECB7F,Thin-History Low-Activity,1.0,0.4474,4.43,0.3267,0.3834,0.7101,1.0,0.0,No paid offer preference,thin_history,4.43,1,216
A015968612DA43D7984D6316BD7A76B9,Low-Value Low-Response,0.0,0.4474,2.43,0.1841,0.449,0.6331,0.5714,0.0,No paid offer preference,mature,17.01,7,114
30E4256F433D4D3C8C5C5F2BEC9F8B5B,Low-Value Low-Response,0.0,0.4471,3.2,0.1397,0.4658,0.6055,1.0,0.0,No paid offer preference,mature,16.0,5,84
B3B653C27E1D40139B88C05CEDD25000,Low-Value Low-Response,0.0,0.447,1.6125,0.2772,0.5341,0.8112,0.375,0.0,No paid offer preference,mature,12.9,8,96
7AE4E97C23A04FAEBA71FB89F59DA759,Thin-History Low-Activity,1.0,0.447,14.85,0.0974,0.4113,0.5088,0.5,0.5,No paid offer preference,thin_history,29.7,2,168
2E51A42242954C69ACF329EEC82B849D,Low-Value Low-Response,0.0,0.4469,2.015,0.2218,0.4997,0.7215,0.875,0.0,No paid offer preference,mature,16.12,8,24
92B50340DF874719963B15C5BD8BC226,Low-Value Low-Response,0.0,0.4469,2.5929,0.1724,0.5627,0.735,0.7143,0.2,No paid offer preference,mature,18.15,7,240
80922B67C3724D10BF79006AF85087E6,Low-Value Low-Response,0.0,0.4469,4.496,0.0994,0.4417,0.5411,0.8,0.2,No paid offer preference,mature,22.48,5,90
A2D4C124881D4E57AFE49870239612B3,Low-Value Low-Response,0.0,0.4463,3.188,0.14,0.4943,0.6343,1.0,0.1667,No paid offer preference,mature,15.94,5,42
C02B10E8752C4D8E9B73F918558531F7,Low-Value Low-Response,0.0,0.4462,1.5975,0.2793,0.5302,0.8095,0.75,0.0,No paid offer preference,mature,12.78,8,0
C734447971204C58BD2B0933DD22638D,Low-Value Low-Response,0.0,0.4461,2.348,0.19,0.3984,0.5884,0.8,0.0,No paid offer preference,mature,11.74,5,12
B8597EA5A19D44009A70F537433735DE,Low-Value Low-Response,0.0,0.4459,3.9,0.1143,0.4514,0.5657,1.0,0.0,No paid offer preference,mature,19.5,5,114
166CB562DB664B1B9058D8D12667697F,Dormant Value Customers,4.0,0.4457,10.7543,0.4134,0.4233,0.8367,0.8571,0.6667,Mixed,mature,75.28,7,30
6697F1CD4A774A0C93A6BF43462343C4,Low-Value Low-Response,0.0,0.4457,1.1533,0.3864,0.3448,0.7312,1.0,0.0,No paid offer preference,mature,3.46,3,168
A3ED9F40184C405DB2102AC4B78BFBAF,Low-Value Low-Response,0.0,0.4457,2.562,0.174,0.378,0.5519,0.8,0.3333,No paid offer preference,mature,12.81,5,120
16AB296128EB4AA6B0AAC9368DAFCF36,Low-Value Low-Response,0.0,0.4456,3.075,0.1449,0.4603,0.6052,0.75,0.0,No paid offer preference,mature,12.3,4,36
F64F9645524F493D83956F3211BB4C2D,Low-Value Low-Response,0.0,0.4456,3.4833,0.1279,0.489,0.6169,1.0,0.0,No paid offer preference,mature,20.9,6,12
9E181C88E30E46208B6D6ACC0D285570,Low-Value Low-Response,0.0,0.4454,2.94,0.1515,0.4914,0.6429,0.8,0.0,No paid offer preference,mature,14.7,5,18
ACC542A6F04A4950A5AA9121063D5B1F,Low-Value Low-Response,0.0,0.445,1.5829,0.2812,0.481,0.7622,1.0,0.0,No paid offer preference,mature,11.08,7,96
E5D17D8549544C19864A9FC8080991C2,Low-Value Low-Response,0.0,0.4449,2.0029,0.2221,0.3853,0.6074,0.8571,0.0,No paid offer preference,mature,14.02,7,198
D438AAA243964D3EAF0D1F03D041C269,Low-Value Low-Response,0.0,0.4443,2.8783,0.1544,0.5849,0.7393,1.0,0.1667,No paid offer preference,mature,17.27,6,114
C65B97E1D35946A383273985EF66F165,Thin-History Low-Activity,1.0,0.4438,4.48,0.3223,0.332,0.6543,0.3333,0.0,No paid offer preference,mature,13.44,3,120
D4F6205A98B4420082AAE16E5A93655A,Low-Value Low-Response,0.0,0.4438,4.4033,0.1008,0.3735,0.4743,0.3333,0.0,No paid offer preference,mature,13.21,3,0
8D426EECC914405D9FF2B8DA724986A7,Low-Value Low-Response,0.0,0.4437,2.1533,0.206,0.5628,0.7688,0.3333,0.0,No paid offer preference,mature,6.46,3,12
8353AC3C08714AD2912302AC5C7868E5,High-Value Responsive,3.5,0.4434,19.3325,0.204,0.5249,0.7289,0.6875,1.0,Mixed,mature,309.32,16,0
0EA6CA65121843F4832440CCD6C28973,Low-Value Low-Response,0.0,0.4434,2.8786,0.154,0.5455,0.6996,0.8571,0.0,No paid offer preference,mature,20.15,7,96
F05547E416074D96A0504CFA5908231B,Low-Value Low-Response,0.0,0.4431,3.772,0.1175,0.5502,0.6676,1.0,0.0,No paid offer preference,mature,18.86,5,48
C62FFAD9C29F4510ABE8722C58512500,Low-Value Low-Response,0.0,0.4427,1.94,0.2282,0.4191,0.6473,0.6667,0.0,No paid offer preference,mature,5.82,3,108
ADCBFD37EA65430D852CB783808D05DA,Low-Value Low-Response,0.0,0.4426,2.915,0.1518,0.5188,0.6706,1.0,0.0,No paid offer preference,mature,17.49,6,102
8619C8B196D44521A0102307117162C1,Low-Value Low-Response,0.0,0.4426,3.55,0.1247,0.3422,0.4669,1.0,0.0,No paid offer preference,mature,14.2,4,66
554E8F98231E467E9C8809DE0D6DE40E,Low-Value Low-Response,0.0,0.4424,3.035,0.1458,0.5141,0.6599,0.8333,0.3333,No paid offer preference,mature,18.21,6,234
717EEE391DC44E9ABA4315B917EBAA35,Low-Value Low-Response,0.0,0.4424,3.126,0.1415,0.5298,0.6713,1.0,0.3333,No paid offer preference,mature,15.63,5,222
6E1D4AC6DC3D4A9788B1B82EA4AE6EBF,Low-Value Low-Response,0.0,0.4422,1.0417,0.4245,0.3881,0.8126,0.5,0.0,No paid offer preference,thin_history,6.25,6,6
F0ABA2CBDE6042BF8B46ED5478AA724B,Low-Value Low-Response,0.0,0.4422,1.05,0.4211,0.3105,0.7316,0.2,0.0,No paid offer preference,thin_history,5.25,5,36
E7A9B8F3AC29471EA6C0BAF4AE2C97AA,Thin-History Low-Activity,1.0,0.442,21.605,0.0667,0.4478,0.5145,0.5,0.0,No paid offer preference,thin_history,43.21,2,162
C249BFA89DB240289392F1C30B7B7163,Dormant Value Customers,4.0,0.4417,19.4533,0.2283,0.3286,0.5569,0.3333,1.0,Mixed,mature,116.72,6,114
2D0D9D73A5B14AEB972B3F87D042E598,Dormant Value Customers,4.0,0.4416,21.23,0.2092,0.5556,0.7648,1.0,0.5,Mixed,mature,84.92,4,216
4DE40FE3C0584DC3AB113D87C1E77904,Low-Value Low-Response,0.0,0.4409,2.065,0.2135,0.3137,0.5272,0.8333,0.25,No paid offer preference,mature,12.39,6,12
36D5A70069E04C0B80BDB2FEEC41A2DB,Low-Value Low-Response,0.0,0.4408,2.0525,0.2148,0.4444,0.6592,1.0,0.3333,No paid offer preference,mature,8.21,4,60
7F4EE7812FE042BA95548F0E8BBF5973,Low-Value Low-Response,0.0,0.4408,2.8233,0.1561,0.5086,0.6647,1.0,0.0,No paid offer preference,mature,16.94,6,48
D0D5466A6C6F4F5782D6B8F2542A84F8,Low-Value Low-Response,0.0,0.4408,3.1733,0.1389,0.3293,0.4682,0.6667,0.25,No paid offer preference,mature,9.52,3,12
36EE9D2930C14D8C85F7A01A56001713,Low-Value Low-Response,0.0,0.4402,1.2518,0.3516,0.4436,0.7952,0.8182,0.0,No paid offer preference,mature,13.77,11,30
BDFB10A4D8ED4001A0BF9401C397DF33,Low-Value Low-Response,0.0,0.4401,1.167,0.3771,0.5547,0.9318,0.9,0.0,No paid offer preference,mature,11.67,10,114
9893136DC7E4493C834BF29D2C90B4B5,Low-Value Low-Response,0.0,0.44,1.484,0.2965,0.4761,0.7726,1.0,0.0,No paid offer preference,mature,7.42,5,78
33E69E3B0E7E46299C2D1547E181786C,Low-Value Low-Response,0.0,0.44,1.7412,0.2527,0.4578,0.7105,1.0,0.0,No paid offer preference,mature,13.93,8,60
2579CF6C9D1944AB9C90659BA5D2A7C6,Low-Value Low-Response,0.0,0.4399,2.124,0.2071,0.2739,0.481,0.6,0.0,No paid offer preference,thin_history,10.62,5,18
67C19B4C8145412B8C89528D6E1D36F1,Low-Value Low-Response,0.0,0.4397,13.615,0.0323,0.434,0.4663,0.0,0.0,No paid offer preference,mature,54.46,4,54
AC83538A4C4A4173AE663B656FCB14EC,Low-Value Low-Response,0.0,0.4395,3.1567,0.1392,0.5092,0.6485,0.8333,0.0,No paid offer preference,mature,18.94,6,168
38C97D85297F457B840598663093B3AD,High-Value Responsive,3.5,0.4389,21.35,0.1845,0.6057,0.7902,0.9231,1.0,Mixed,mature,277.55,13,6
3763DECC87AC45C0A2DD8D54A9AA7826,Low-Value Low-Response,0.0,0.4386,1.268,0.3459,0.487,0.8329,1.0,0.0,No paid offer preference,mature,6.34,5,210
A690CA5661D64D958F12F893C96ADA80,Frequent Light Buyers,2.5,0.4382,9.1391,0.3215,0.433,0.7545,0.5455,0.5,Discount,mature,100.53,11,12
04E4F53F9BE74C09A9751838010386E5,High-Value Responsive,3.5,0.4379,13.5306,0.291,0.5372,0.8283,0.9375,0.8,Mixed,mature,216.49,16,54
